"activity_idx","activity_name","step_index","step_description"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","94","melt-In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds"
"9","Microwave French Toast","98","Roll-Roll the butter around in the mug to coat it"
"9","Microwave French Toast","101","whisk-In the mug, whisk one egg with a fork until well blended"
"9","Microwave French Toast","100","Add-Add 1/4 teaspoon vanilla extract to the mug"
"9","Microwave French Toast","95","Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
"9","Microwave French Toast","93","stir-stir the mug"
"9","Microwave French Toast","99","Cut or tear-Cut or tear 1 slices of bread into bite-size pieces"
"9","Microwave French Toast","92","add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
"9","Microwave French Toast","91","Microwave-Microwave on high for 90 seconds until the egg is cooked through"
"9","Microwave French Toast","97","Put-Put the mug's contents on a plate"
"9","Microwave French Toast","96","cut-cut the contents on plate, and serve"
"10","Pinwheels","115","Place-Place 8-inch flour tortilla on cutting board"
"10","Pinwheels","113","scoop-Use a butter knife to scoop nut butter from the jar"
"10","Pinwheels","112","Spread-Spread nut butter onto the tortilla, leaving 1/2-inch uncovered at the edges"
"10","Pinwheels","118","Clean-Clean the knife by wiping it with a paper towel"
"10","Pinwheels","111","scoop-Use the knife to scoop jelly from the jar"
"10","Pinwheels","107","Spread-Spread jelly over the nut butter"
"10","Pinwheels","104","Clean-Clean the knife by wiping with a paper towel"
"10","Pinwheels","116","Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks"
"10","Pinwheels","110","Secure-Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart"
"10","Pinwheels","114","Trim-Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll"
"10","Pinwheels","103","Discard-Discard ends of the tortilla"
"10","Pinwheels","106","Slide-Slide floss under the tortilla, perpendicular to the length of the roll"
"10","Pinwheels","117","Place-Place the floss halfway between toothpicks"
"10","Pinwheels","105","Cross-Cross the floss's two ends over the tortilla roll's top"
"10","Pinwheels","108","pull-pull the floss ends in opposite directions to slice"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","109","Place-Place the pinwheels on a plate"
"10","Pinwheels","115","Place-Place 8-inch flour tortilla on cutting board"
"10","Pinwheels","113","scoop-Use a butter knife to scoop nut butter from the jar"
"10","Pinwheels","112","Spread-Spread nut butter onto the tortilla, leaving 1/2-inch uncovered at the edges"
"10","Pinwheels","118","Clean-Clean the knife by wiping it with a paper towel"
"10","Pinwheels","111","scoop-Use the knife to scoop jelly from the jar"
"10","Pinwheels","107","Spread-Spread jelly over the nut butter"
"10","Pinwheels","104","Clean-Clean the knife by wiping with a paper towel"
"10","Pinwheels","116","Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks"
"10","Pinwheels","110","Secure-Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart"
"10","Pinwheels","114","Trim-Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll"
"10","Pinwheels","103","Discard-Discard ends of the tortilla"
"10","Pinwheels","106","Slide-Slide floss under the tortilla, perpendicular to the length of the roll"
"10","Pinwheels","117","Place-Place the floss halfway between toothpicks"
"10","Pinwheels","105","Cross-Cross the floss's two ends over the tortilla roll's top"
"10","Pinwheels","108","pull-pull the floss ends in opposite directions to slice"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","109","Place-Place the pinwheels on a plate"
"10","Pinwheels","115","Place-Place 8-inch flour tortilla on cutting board"
"10","Pinwheels","113","scoop-Use a butter knife to scoop nut butter from the jar"
"10","Pinwheels","112","Spread-Spread nut butter onto the tortilla, leaving 1/2-inch uncovered at the edges"
"10","Pinwheels","118","Clean-Clean the knife by wiping it with a paper towel"
"10","Pinwheels","111","scoop-Use the knife to scoop jelly from the jar"
"10","Pinwheels","107","Spread-Spread jelly over the nut butter"
"10","Pinwheels","104","Clean-Clean the knife by wiping with a paper towel"
"10","Pinwheels","116","Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks"
"10","Pinwheels","110","Secure-Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart"
"10","Pinwheels","114","Trim-Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll"
"10","Pinwheels","103","Discard-Discard ends of the tortilla"
"10","Pinwheels","106","Slide-Slide floss under the tortilla, perpendicular to the length of the roll"
"10","Pinwheels","117","Place-Place the floss halfway between toothpicks"
"10","Pinwheels","105","Cross-Cross the floss's two ends over the tortilla roll's top"
"10","Pinwheels","108","pull-pull the floss ends in opposite directions to slice"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","109","Place-Place the pinwheels on a plate"
"10","Pinwheels","115","Place-Place 8-inch flour tortilla on cutting board"
"10","Pinwheels","113","scoop-Use a butter knife to scoop nut butter from the jar"
"10","Pinwheels","112","Spread-Spread nut butter onto the tortilla, leaving 1/2-inch uncovered at the edges"
"10","Pinwheels","118","Clean-Clean the knife by wiping it with a paper towel"
"10","Pinwheels","111","scoop-Use the knife to scoop jelly from the jar"
"10","Pinwheels","107","Spread-Spread jelly over the nut butter"
"10","Pinwheels","104","Clean-Clean the knife by wiping with a paper towel"
"10","Pinwheels","116","Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks"
"10","Pinwheels","110","Secure-Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart"
"10","Pinwheels","114","Trim-Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll"
"10","Pinwheels","103","Discard-Discard ends of the tortilla"
"10","Pinwheels","106","Slide-Slide floss under the tortilla, perpendicular to the length of the roll"
"10","Pinwheels","117","Place-Place the floss halfway between toothpicks"
"10","Pinwheels","105","Cross-Cross the floss's two ends over the tortilla roll's top"
"10","Pinwheels","108","pull-pull the floss ends in opposite directions to slice"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","109","Place-Place the pinwheels on a plate"
"10","Pinwheels","115","Place-Place 8-inch flour tortilla on cutting board"
"10","Pinwheels","113","scoop-Use a butter knife to scoop nut butter from the jar"
"10","Pinwheels","112","Spread-Spread nut butter onto the tortilla, leaving 1/2-inch uncovered at the edges"
"10","Pinwheels","118","Clean-Clean the knife by wiping it with a paper towel"
"10","Pinwheels","111","scoop-Use the knife to scoop jelly from the jar"
"10","Pinwheels","107","Spread-Spread jelly over the nut butter"
"10","Pinwheels","104","Clean-Clean the knife by wiping with a paper towel"
"10","Pinwheels","116","Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks"
"10","Pinwheels","110","Secure-Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart"
"10","Pinwheels","114","Trim-Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll"
"10","Pinwheels","103","Discard-Discard ends of the tortilla"
"10","Pinwheels","106","Slide-Slide floss under the tortilla, perpendicular to the length of the roll"
"10","Pinwheels","117","Place-Place the floss halfway between toothpicks"
"10","Pinwheels","105","Cross-Cross the floss's two ends over the tortilla roll's top"
"10","Pinwheels","108","pull-pull the floss ends in opposite directions to slice"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","109","Place-Place the pinwheels on a plate"
"10","Pinwheels","115","Place-Place 8-inch flour tortilla on cutting board"
"10","Pinwheels","118","Clean-Clean the knife by wiping it with a paper towel"
"10","Pinwheels","111","scoop-Use the knife to scoop jelly from the jar"
"10","Pinwheels","107","Spread-Spread jelly over the nut butter"
"10","Pinwheels","104","Clean-Clean the knife by wiping with a paper towel"
"10","Pinwheels","116","Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks"
"10","Pinwheels","110","Secure-Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart"
"10","Pinwheels","114","Trim-Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll"
"10","Pinwheels","108","pull-pull the floss ends in opposite directions to slice"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","109","Place-Place the pinwheels on a plate"
"10","Pinwheels","103","Discard-Discard ends of the tortilla"
"10","Pinwheels","113","scoop-Use a butter knife to scoop nut butter from the jar"
"10","Pinwheels","112","Spread-Spread nut butter onto the tortilla, leaving 1/2-inch uncovered at the edges"
"10","Pinwheels","106","Slide-Slide floss under the tortilla, perpendicular to the length of the roll"
"10","Pinwheels","117","Place-Place the floss halfway between toothpicks"
"10","Pinwheels","105","Cross-Cross the floss's two ends over the tortilla roll's top"
"10","Pinwheels","115","Place-Place 8-inch flour tortilla on cutting board"
"10","Pinwheels","113","scoop-Use a butter knife to scoop nut butter from the jar"
"10","Pinwheels","112","Spread-Spread nut butter onto the tortilla, leaving 1/2-inch uncovered at the edges"
"10","Pinwheels","118","Clean-Clean the knife by wiping it with a paper towel"
"10","Pinwheels","111","scoop-Use the knife to scoop jelly from the jar"
"10","Pinwheels","107","Spread-Spread jelly over the nut butter"
"10","Pinwheels","104","Clean-Clean the knife by wiping with a paper towel"
"10","Pinwheels","116","Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks"
"10","Pinwheels","110","Secure-Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart"
"10","Pinwheels","114","Trim-Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll"
"10","Pinwheels","103","Discard-Discard ends of the tortilla"
"10","Pinwheels","106","Slide-Slide floss under the tortilla, perpendicular to the length of the roll"
"10","Pinwheels","117","Place-Place the floss halfway between toothpicks"
"10","Pinwheels","105","Cross-Cross the floss's two ends over the tortilla roll's top"
"10","Pinwheels","108","pull-pull the floss ends in opposite directions to slice"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","109","Place-Place the pinwheels on a plate"
"10","Pinwheels","115","Place-Place 8-inch flour tortilla on cutting board"
"10","Pinwheels","113","scoop-Use a butter knife to scoop nut butter from the jar"
"10","Pinwheels","112","Spread-Spread nut butter onto the tortilla, leaving 1/2-inch uncovered at the edges"
"10","Pinwheels","118","Clean-Clean the knife by wiping it with a paper towel"
"10","Pinwheels","111","scoop-Use the knife to scoop jelly from the jar"
"10","Pinwheels","107","Spread-Spread jelly over the nut butter"
"10","Pinwheels","104","Clean-Clean the knife by wiping with a paper towel"
"10","Pinwheels","116","Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks"
"10","Pinwheels","110","Secure-Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart"
"10","Pinwheels","114","Trim-Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll"
"10","Pinwheels","103","Discard-Discard ends of the tortilla"
"10","Pinwheels","106","Slide-Slide floss under the tortilla, perpendicular to the length of the roll"
"10","Pinwheels","117","Place-Place the floss halfway between toothpicks"
"10","Pinwheels","105","Cross-Cross the floss's two ends over the tortilla roll's top"
"10","Pinwheels","108","pull-pull the floss ends in opposite directions to slice"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","109","Place-Place the pinwheels on a plate"
"10","Pinwheels","113","scoop-Use a butter knife to scoop nut butter from the jar"
"10","Pinwheels","115","Place-Place 8-inch flour tortilla on cutting board"
"10","Pinwheels","112","Spread-Spread nut butter onto the tortilla, leaving 1/2-inch uncovered at the edges"
"10","Pinwheels","111","scoop-Use the knife to scoop jelly from the jar"
"10","Pinwheels","107","Spread-Spread jelly over the nut butter"
"10","Pinwheels","104","Clean-Clean the knife by wiping with a paper towel"
"10","Pinwheels","116","Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks"
"10","Pinwheels","114","Trim-Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll"
"10","Pinwheels","110","Secure-Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart"
"10","Pinwheels","106","Slide-Slide floss under the tortilla, perpendicular to the length of the roll"
"10","Pinwheels","117","Place-Place the floss halfway between toothpicks"
"10","Pinwheels","105","Cross-Cross the floss's two ends over the tortilla roll's top"
"10","Pinwheels","108","pull-pull the floss ends in opposite directions to slice"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","109","Place-Place the pinwheels on a plate"
"10","Pinwheels","103","Discard-Discard ends of the tortilla"
"10","Pinwheels","118","Clean-Clean the knife by wiping it with a paper towel"
"10","Pinwheels","115","Place-Place 8-inch flour tortilla on cutting board"
"10","Pinwheels","111","scoop-Use the knife to scoop jelly from the jar"
"10","Pinwheels","107","Spread-Spread jelly over the nut butter"
"10","Pinwheels","104","Clean-Clean the knife by wiping with a paper towel"
"10","Pinwheels","113","scoop-Use a butter knife to scoop nut butter from the jar"
"10","Pinwheels","112","Spread-Spread nut butter onto the tortilla, leaving 1/2-inch uncovered at the edges"
"10","Pinwheels","116","Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks"
"10","Pinwheels","106","Slide-Slide floss under the tortilla, perpendicular to the length of the roll"
"10","Pinwheels","117","Place-Place the floss halfway between toothpicks"
"10","Pinwheels","105","Cross-Cross the floss's two ends over the tortilla roll's top"
"10","Pinwheels","114","Trim-Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll"
"10","Pinwheels","103","Discard-Discard ends of the tortilla"
"10","Pinwheels","110","Secure-Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart"
"10","Pinwheels","118","Clean-Clean the knife by wiping it with a paper towel"
"10","Pinwheels","108","pull-pull the floss ends in opposite directions to slice"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","102","slicing-Continue slicing with floss to create 1 more pinwheel"
"10","Pinwheels","109","Place-Place the pinwheels on a plate"
"10","Pinwheels","115","Place-Place 8-inch flour tortilla on cutting board"
"10","Pinwheels","111","scoop-Use the knife to scoop jelly from the jar"
"10","Pinwheels","107","Spread-Spread jelly over the nut butter"
"10","Pinwheels","113","scoop-Use a butter knife to scoop nut butter from the jar"
"10","Pinwheels","112","Spread-Spread nut butter onto the tortilla, leaving 1/2-inch uncovered at the edges"
"10","Pinwheels","118","Clean-Clean the knife by wiping it with a paper towel"
"10","Pinwheels","116","Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks"
"10","Pinwheels","110","Secure-Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart"
"10","Pinwheels","104","Clean-Clean the knife by wiping with a paper towel"
