"recording_id","activity_id","step_indices"
"29_35","29","347,344,343,342,346,348,349,345,350,352,351"
"29_37","29","344,343,352,342,349,347,350,351,348,346,345"
"29_45","29","343,350,344,347,346,351,349,348,342,352,345"
"29_48","29","350,344,347,352,342,343,351,349,346,348,345"
"29_49","29","346,344,342,350,351,347,349,352,345,343,348"
"4_122","4","44,14,47,51,46,54,52,55,49,45,50,48,53,42,43"
"7_135","7","77,72,74,80,73,82,81,79,75,78,76"
"9_108","9","94,98,101,100,95,93,99,92,91,97,96"
"12_119","12","125,122,119,120,123,127,124,126,121"
"18_101","18","200,196,204,199,202,203,201,198,194,193,192,197,195"
"21_103","21","225,229,221,232,227,223,231,226,233,228,230,234,222,224"
"22_137","22","237,249,235,247,246,240,239,248,244,236,242,241,238,245,243"
"25_109","25","275,293,291,279,286,276,292,280,285,287,290,282,277,278,284,289,281,288,283"
"26_136","26","304,310,299,297,308,300,303,296,313,301,294,307,312,309,305,295,298,311,306,302"
"29_129","29","343,344,347,346,342,350,349,348,352,345,351"
